date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: December 2016,vietan_tran,As good as always,This is my 3rd stay at Ibis Bencoolen and I am still satisfied. Room is compact as per Ibis standard but clean and well equipped. Breakfast is also good to start a day. Hotel has very good location with ease access to public transportation. Will come back again.,,"Ho Chi Minh City, Vietnam",36 ,31 ,4.0,
Date of stay: December 2016,CyrillusT,Nice Budget Hotel,"A clean & comfortable hotel with helpful, efficient and warm service. The room is super clean, as it has always been. Delicious breakfast with wide selection of Western and local delicacies. Late check out. Will come back again & again.",,"Surabaya, Indonesia",18 ,14 ,4.0,
Date of stay: November 2016,JoeBloggs75,"Nice Hotel, Great Service, Great location","Stayed at the the Ibis Bencoolen in November. We go there at 10am and where checked into our room straight away, this was due to booking the extras package (which I recommend) which gives you early checkin and late checkout, use of a free smartphone around Singapore, use of bicycles, use of gym which is offsite (only 500m away). Rooms are small but quite well appointed and very comfortable. Bathroom is nice and decent size. The hotel is very clean and tidy and comfy. Breakfast is quite good with great selection of choices and some items changing daily and the restaurant is a nice area to sit. The greatest part of th hotel is the staff, everybody is so welcoming and hospitable and go out of there way to help you and always with a smile. The hotel is also in a perfect location for",,"Melbourne, Australia",30 ,27 ,4.0,
Date of stay: December 2016,Fazlee Z,Great 👍,The staffs were very friendly and was greeted with smiles the moment i arrived there. Excellent service provided by the staffs. Room was just nice for two 👍 Location was great as Bugis was just a few mins walk away 👍,,,4 ,,4.0,
Date of stay: December 2016,Peter V,"Exactly what i expected, Hotel have my recomendations.","I have spent 1800 nights at hotels, during the last 17 years, and i therefor will consider my sefl knowledgeable abouth what to expext. This hotel deliveres. Its in a nice area, easy access to the subway, pleanty of pleaces to go eat, and shopping in abondance. Would have given 5 stars if, breakfast was included in the price, which i honestly believe it should have been. Peter - Denmark",,,13 ,2 ,4.0,
Date of stay: December 2016,Tony Sung,"Good value, clean and comfortable","Ibis Singapore on Bencoolen has all the qualities which I looked for in a budget hotel. For its price, it offers great value as the room meets all the necessary conditions for a comfortable stay:-  Cleanliness is top notch Bed is very comfortable Sound proofing is good Abundance lighting in the room Good Wifi Speed Multi stations Cable TV Sufficient plug points Mini Fridge Kettle Iron  The hotel has thought of everything that will give a traveller all that he needs. It is beyond what most budget hotel offers. Scores 99% on my list.  Checking in and checking out was efficient and fast.  The location of the hotel is also a plus point being away from the hustle and bustle of Orchard road but still a walkable 15 - 20 minutes away. 10 minutes from the MRT stations. Many local",,"Kuala Lumpur, Malaysia",254 ,61 ,,4.0
Date of stay: November 2016,174daisys,Singapore Holiday,"We were most happy with IBIS @ Bencoolen. The staff were friendly and courteous. We were allowed to check-in early and check-out late. Free wifi and Ideal location, close to shops, Albert Centre and Bugis MRT station. ",,"Melbourne, Australia",1 ,1 ,5.0,
Date of stay: November 2016,Andrew T,Going the extra mile,"So my wife and I decided to do a mini staycation at Ibis @ Bencoolen to celebrate our fifth year wedding anniversary. As such I asked the hotel to help me arrange a surprise.. and surprise us they did!   Personalized notes from staff, rose petals, mini wine bottles and even a pair of expresso cups as wedding favours! Even housekeeping left us a nice card with their best wishes!   Thank you Ibis for such a warm welcome and for going the extra mile to make this a really special day for us!",,Singapore,1 ,2 ,5.0,
Date of stay: October 2016,Nancy K,Very nice budget hotel,I frankly couldn't believe this was considered a budget hotel. It's very clean and the staff are more than helpful.  I was in a queen size room with a private bathroom and it was well kept and constantly cleaned. Also appreciate the effort made by the hotel to stay eco friendly.  The hotel is close to Bugis shopping area and 5min walk from the MRT. I recommend this hotel for a quiet stay in the centre of Singapore.,,,20 ,8 ,4.0,
Date of stay: November 2016,ofeliag535,Singapore holidays,Staff were friendly and the restaurant is so convenient Not to mention the food was great-perhaps the meal should have a special menu everyday.  I will recommend it with my friends and will definitely stay there again  ,,"Manila, Utah",10 ,1 ,5.0,
Date of stay: November 2016,riteshahuja328,Great stay experience,Hi myself retish ... as I visited Singapore for first time in ibis Bencoolen.. the experience was great ... thanks to mitul and Kumar for their great service ... help .. and support which made my stay memorable... next time if I visit I love to stay in this hotel again because mitul and Kumar help me to guide to see singapore because as I am new to this place ... rooms r nice and special thanks to Housekeeping lady to give a great service... see u guys soon ... n thnx again,,"Amritsar, India",1 ,1 ,4.0,
Date of stay: November 2016,MLeong13,"Eco-friendly hotel, great location","I chose Ibis mainly for the location - i needed a place close to the Bugis MRT station and convenient access to food. This hotel fulfilled all that. The biggest plus side for Ibis is their eco-friendly concept which I absolutely LOVE. Refillable glass bottles (and sparkling water to boot!), bamboo bicycles you can borrow to explore the city, the option of not changing your linens with each housekeeping visit (this is a MAJOR plus for me, very few hotels give you this option) and even their cocktails came with paper straws! I loved the little eco details. I also loved how they had a hair straightener at their disposal for my 'hair' emergency! Impressive.  The service was efficient and friendly. And I must commend the hotel restaurant menu - a great range of both local and Western",,"Kota Kinabalu, Malaysia",30 ,38 ,4.0,
Date of stay: November 2016,may58,Excellent. Thoroughly recommended!!!,"We arrived after an 8 hr flight at 11.30pm. After a long day, all we wanted was a comfortable bed and a good night's sleep. Well we certainly got it here at the Ibis. They're upgrading the beds in all Ibis's around the world and they don't disappoint. If I could buy one I would. So comfy and it wasn't long before we were both sound asleep. The rooms can't be faulted. Clean, neat and the air-conditioning is at a good temperature. Bathrooms are a touch small but are very clean and, to me, that's the main thing. They also have a small fridge, coffee/tea facilities and a safe to store your valuables. Downstairs is a bar & small restaurant type area which is open for breakfast, lunch and dinner. I can't fault the I.O.B. and will be recommending it to everyone travelling to Singapore.",Trip type: Travelled as a couple,Victoria,80 ,62 ,5.0,
