date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: November 2018,UkAlan_T,Upgraded location,We last stayed here 5 years ago since when the hotel has been refurbished. We were very impressed by the sympathetic way this has been done leaving the hotel with a modern feel without losing the traditional element. Our bedroom was great and the bed very comfortable. Replacing the bath with a large shower was much needed and is great. Breakfasts offered a great range of food and drink. The Crossroads bar is vastly improved and the furnishings there and in the other public areas offered comfort and places to relax and enjoy the surroundings. The pool area is a great retreat - we think the best of all the hotels we've used in Singapore. Accommodation in Singapore doesn't come cheep but if you're looking for excellent at a reasonable price you should try try the Merchant Court.,,"South Petherton, United Kingdom",116 ,83 ,,5.0
Date of stay: November 2018,Flane,Perfection? ........Almost !,"This group obviously know their business well. Anyone looking for a comfortable stay at a competitive price will certainly not be disappointed. The service is exceptional, room layout... functional, breakfast....sumptuous,  bathroom.... convenient, cleanliness.... spotless, electrical switches .....user friendly! So whats the one gripe? Its the air conditioning. We never figured out why it would always revert to 18 deg C. It was mildly annoying getting dressed in a freezing room to brave outside temps in the low 30s. It may be fine for those accustomed to go from one extreme to another. But for us folk from Down Under we would rather a very subtle and comfortable 23 or 24 deg C.",,Sydney,106 ,37 ,5.0,
Date of stay: November 2018,Ste27011960,"Fantastic hotel, great people.","From the moment we arrived we were impressed with both the hotel itself and the staff, from the doorman to the desk staff and the concierge. We were upgraded to an amazing room with views over the Quay and everything was so handy, including the MRT station. Thanks Allen, Jai and everyone else who made our visit memorable. We will be back.",,"Greater Perth, Australia",4 ,,,4.0
Date of stay: October 2018,MichelleALuton,Fantastic breakfasts!!,"This was our first stop on an extended tour of Singapore, Bangkok and Myanmar and it didn't disappoint.  The hotel like everywhere is Singapore is immaculate. The pool area in the middle of the hustle and bustle was great especially after walking around in the humidity.  However, the real highlight and strength of this hotel lies in it's breakfast buffet.  There is an array of foods to be had - Asian, English, continental, pancakes - you name it, they served it and you could help yourself to it all if you had a big enough appetite.   The rooms were standard hotel rooms although nicely decorated and bright and airy.  No traffic noise even though we were overlooking the main road and very conveniently located right on the quay.   Would stay here again if we return.",,"Luton, United Kingdom",245 ,133 ,4.0,
Date of stay: October 2018,gingergleds,5 Night Stay,"Nice hotel on the side of the river, opposite Clarke Quay. Clarke Quay is very lively, and a great place to have a meal and a drink. Not the cheapest place to drink but then no where in Singapore is. The hotel itself offers a great range of buffet style breakfasts with most tastes catered for. Plenty of things cooked fresh in front of you and never too long to wait. The general feel of the hotel is quite business like and there are a number of conferences and indeed weddings going on in the hotel. These were never an issue and never meant being seating in the restaurant was an issue either. The rooms are good with WiFi, Flat screen TV, air con, all the normal things you'd expect. We stayed in HK the same trip and as there you have the use of a WiFi hotspot on mobile phone whilst",,"Holmfirth, United Kingdom",213 ,32 ,,4.0
Date of stay: October 2018,Jacqal,Just about a perfect stay next to Clarke Quay,We had a premier room overlooking Clarke Quay. It had all the amenities of a top star hotel including a bath (small) and large walk in shower. There was a mobile phone provided on which one could book discounted tickets - something we've never seen before. Our only criticism of the room was the air conditioning reset to 18C every time we walked in the room - unnecessarily cold.  We added breakfast on check in and were glad we did although it was quite expensive even at their reduced rate. It was a magnificent buffet with Asian and European choices galore set out over a vast area as well as two chefs making fresh eggs and waffles to order. If something wasn't there one day it was the next. Doing it justice was a challenge. We have one small critique. On being seated each morning,,"Bushey, United Kingdom",431 ,229 ,5.0,
Date of stay: November 2018,Azra Ahamad,Location location location!,"For those who wants to party, this is where you want to be. The Clarke Quay area is literally besides the hotel and there are water holes everywhere.  Food choices is also abundant! But due to that, i didny try the hotel food besides the breakfast, and even that i tried it at the executive lounge so not sure about the choices downstairs. Choices at executive lounge is expected to be small but it is ok.  I got upgraded to a bigger room. Room 590 is splendid. It was huge and roomy and the view of the verandah facing the river was superb. They even provided us wifi dongle if we are going out for internet and a phone to call local and Malaysia for FREE. That was a definite plus. Not that i need it anyway as i am on my business travel but will take note of that if i come again on my",,"Kuala Lumpur, Malaysia",32 ,26 ,5.0,
Date of stay: October 2018,purfkt,Great location,"We have stayed in Singapore a number of times, usually closer to the bay. This is much better, close to Chinatown and a number of MRT stations. Right on Clarke Quay, lots of places to eat nearby. An older hotel, but a great room and good value for money. Definitely stay here again, suits us perfectly.",,"Auckland, New Zealand",45 ,10 ,5.0,
Date of stay: October 2018,anthonykJ4031YP,Perfect,"My Sister and I stayed for six nights, main reason  for the WTA tennis, it was also her 70th birthday and of course mentioned this to the hotel prior to booking in, and they presented her with a lovely cake, overall we could not fault this hotel, terrific staff, good room, pool area, gym, lovely steam room to help those muscles with all the walking we did, but location of hotel is excellent within easy walking distance of so much and then MRT next door if you need to venture further. Next time in Singapore I will ensure my husband is with me to share this special place and Swissotel will be where  we stay. Also if you need to checkout earlier than your flight, use of lockers  and shower, a great bonus I think. ",,"Kewarra Beach, Australia",41 ,54 ,5.0,
Date of stay: October 2018,val tan,Great buffet dinner ,"We frequent this place on and off for their buffet dinner . Having gone through renovations , it’s buffet spread has been top notch . Price is steep but you are def getting a feast . The seafood spread is always an attractions and the durian desserts is either a hit or a miss especially for overseas tourist . I love the dessert corners and the cold cut sections . With the food aps, you are able to get some discounts. Great place for family functions or office gatherings .",,"Singapore, Singapore",137 ,23 ,,3.0
