date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: October 2018,georgemaglaras,business trip,Very good service throughout my 10 days stay. Staff very helpful and extremely friendly. it's the 2nd time i stayed there and would definitely come back in the future. food and gym were very nice too.,Trip type: Travelled on business,,1 ,1 ,5.0,
Date of stay: October 2018,JAC,Good location not so great hotel,"Very very small rooms, wet areas not clean.  At check in was given a room stating it was a twin , yet on arrival at room found one bed , back to reception we went where they apologised , waited in travel companions room for reception to call when room was ready.., never received the call. Concierge friendly and great location walking distance to Chinatown and Clarke quay (and both MTR stations )",Trip type: Travelled with family,"Surfers Paradise, Australia",13 ,4 ,3.0,
Date of stay: October 2018,Nomad824485,Awesome find!,"Great stay at an excellent hotel, small rooms but the price reflects that, we felt this place was a bargain for what you got.  Excellent service, friendly and very helpful staff, great breakfast and fantastic pool!",Trip type: Travelled on business,,1 ,1 ,5.0,
Date of stay: October 2018,Syiqaroze,Wonderful,I would love to come back to this hotel in the near future. By far the most pleasant and enjoyable stay. The staff were friendly and professional. Highly recommended for tourist and staycation. Love it!,Trip type: Travelled as a couple,"Singapore, Singapore",1 ,1 ,5.0,
Date of stay: October 2018,Joseph A,Excellent Stay,"Room was very clean, efficiently laid out.  Quiet and perfectly located walking distance to Chinatown as well as reasonable taxi fare rates to other SG destinations.   Not sure what her name is, but their was an Indian woman who works as a bell hop/concierge/door person of some sorts.   She is awesome, super friendly and informative of the many hotel perks.Even though check in is at 3pm.  She informed us that their is a shower area on the second floor if we wanted to use while we enjoyed an afternoon of shopping prior to check in.   They kept our bags secure for us as well!We will definitely return!",Trip type: Travelled as a couple,,13 ,5 ,5.0,
Date of stay: October 2018,russelln07,Singapore stopover,"Stopover.. but was made very good because of location and very knowledgeable and helpful staff. A1 would recommend this hotel to anyone else who is considering Singapore as a destination, we unfortunately did not have the time to see much but what we did was great.",Trip type: Travelled as a couple,"Westport, New Zealand",21 ,2 ,4.0,
Date of stay: October 2018,Mukul,"Comfortable Stay, Great Staff, Super Houskeeping",Great Location looking over Clarke Quay. Smooth Check In & Out. Very courteous front desk staff. Kudos to housekeeping staff for great service and to locate and take care of my misplaced belongings after I had checked out.,Trip type: Travelled on business,"Bengaluru, India",2 ,1 ,4.0,
Date of stay: September 2018,Vincent51,Very Nice.,"This is a very well run and comfortable hotel. All staff are friendly and professional.  Our room was large and comfortable.  The hotel is well situated near metro train stations, so getting around Singapore was easy.  Breakfast was excellent.  We also had our evening meals in the hotel as it's air-conditioned and easy at the end of a long day.  We are in the restaurant and in the bar area. The restaurant has an extensive menu and is more expensive than the meals in the bar area.  WiFi was excellent.  We'd stay at the Park Regis again.",Trip type: Travelled as a couple,"Brisbane, Australia",63 ,37 ,5.0,
Date of stay: October 2018,Mithran_KL,Pleasant stay for one night,"I drove in from Kuala Lumpur for a business / leisure trip. This is my first experience with Park Regis and the experience was very good. I liked the hotel very much the deco and cleanliness. The staff were very courteous and friendly at all times. They did not hesitate to step up to assist which was a big plus point for me. Had a minor issue with the air-conditioning but it was sorted out in 5 mins.The room was clean, well furnished and most importantly comfortable. The room size was a bit on the smaller side but for a single traveler or maybe even a couple it should be more than adequate. The location is great and is nearly to lots of restaurants, malls and shops. Transportation will not be an issue either. The hotel is on a busy main road but you do not get any road noise which was a big plus. There is parking and access was easy.  I will definitely stay again in the future.",Trip type: Travelled on business,"Kuala Lumpur, Malaysia",1 ,1 ,4.0,
Date of stay: October 2018,Kaeshar O,Outstanding service,"We stayed at the park Regis for only two nights, however we had a late evening flight the day we left. They have 12pm checkout included which was great and we were able to leave our bags and collect later. Our flight got delayed and we still had access to pool and shower if we needed. They let us stay in the lobby which was air conditioned and comfortable. The staff in all areas are welcoming and very helpful. I would reccomend to anyone stating in Singapore in the future. Also great location a stones throw from the popular Clarke quay. Room was also great. Very comfortable.",Trip type: Travelled as a couple,"Bright, Australia",6 ,2 ,5.0,
Date of stay: September 2018,igrob66,Great hotel for business stay,"From the welcome at the check in this is a hotel where staff are focused on service. Rooms are a nice size, clean bathroom. A very central location, close to the business centre and Clark Quay. Would definitely recommend and return myself.",Trip type: Travelled on business,"Jersey, United Kingdom",9 ,1 ,5.0,
Date of stay: October 2018,Alan R,Sleep disrupted,Have stayed here a few times before and a good hotel in a good location.Showers looking a little tired and need refurbishingMain problem is the call coming from a local mosque at 05.30am every morning!Difficult to contend with jet lag without being woken by thisI will seriously consider going elsewhere due to this problem,Trip type: Travelled on business,"Stevenage, United Kingdom",4 ,10 ,4.0,
Date of stay: October 2018,Chingy_Australia,A good stopover,"Stayed here for a single night I had off in Singapore. Was in a great location allowing me to walk to anywhere I required within Clarke Quay. Room was perfect for the single night stop over. Bed, bathroom and free wifi all adequate. Pool and gym were good as was the mid day check out and the ability to leave bags behind or shower in hotel facilities after checkout while awaiting your forward movements.",Trip type: Travelled with friends,"Brisbane, Australia",29 ,31 ,5.0,
Date of stay: September 2018,FarmersDonandStu,Perfect Stopover,"WE stayed here for one night, the rooms were clean and in very good standard.  The main selling point for this hotel is the staff on reception and the concierge.  They were of the highest class and made our stay easy and enjoyable.  They are a credit to the hotel!",Trip type: Travelled on business,"Bristol, United Kingdom",156 ,110 ,5.0,
Date of stay: September 2018,karenF1048KT,Loved the pool and location,"The pool was outstanding, and the service was really good too.  We were late checking out (took longer on the train to get back), so we rang the hotel and they were very good about it.  They were also very obliging by providing us with pool access while we waited for our evening flight.  The rooms were clean and well appointed, small, but with enough room.  Because we booked and paid as a package, I'm not sure what we paid per night.  Very handy to Clarke Quay and the train station.",Trip type: Travelled as a couple,,7 ,3 ,5.0,
