date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2022,Hernan C,WIFI DOES NOT WORK. PERIOD.,"if you want to stay in Singapore with NO INTERNET, then book this place.
dozens of guests screaming at the front desk to be able to reply emails and watch netflix....... we are paying USD 200 a day, to not have wifi, in the most developed city in Asia, in the 21st century..... REALLY !?!?!",,,2 ,,1.0,
Date of stay: August 2022,Heather,Singapore hotel,"We booked hotel as it had a balcony / fresh air access.

Pros: central location near little India, Chinatown, shopping, marina bay
4 independant restaurants/bars on site to choose from 👏
Generous balcony 👍
Polite reception crew
Pool area nice & clean
Bus stop out the front
Money changer out front
Convenience shop out front ( no mini bar in room)

Cons: wasnt told housekeeping every 2nd day (odds/evens)
no rubbish removal, we had to put bags in corridor at end of the day hoping someone would pickup (they did)
The excuse was going green??
Cutting costs I would say🤔
Had to ask for water & coffee sachets daily
Albeit very apologetic housekeeping crews
50cm of hanging space above the kettle??
60cm between bed & walls so difficult to move around luggage 🧳
Toilet tissue located above/behind your head when seated 🤔
Neither USB PowerPoints worked
Queen room fine for 1 person not 2 😵‍💫
Not advised of building works below on both ends of balcony, thankfully only daytime hours
No iron or board in room, laundry on 4th floor?

Would we stay there again?
Would we recommend?
I don't think so😔",Trip type: Travelled as a couple,"Adelaide, Australia",8 ,4 ,,3.0
Date of stay: September 2022,Guenther K,Soundproofing? Negative,"Hotel Boss sounded like a good deal at first. 4stars are over rated. Rooms are tiny, sound proofing, what is that? Showers and toilet flushing disturb your sleep in the middle of the night. The liftbell, the banging of the lift counter weights will not help your sleep either. Finally every word spoken on the corridor will make it to your room. Can only recommend it when you go out for some drinks and return completely hammered.",Trip type: Travelled with family,"George Town, Malaysia",30 ,11 ,2.0,
Date of stay: October 2021,Richard R,Good Hotel,It was a wonderful experience staying in this hotel. The room attendant was very attentive. Requests were provided immediately. I felt at home during my stay in Hotel Boss. Food was okay. Looking forward to stay again when I meet my friends again in Singapore.,Trip type: Travelled solo,,4 ,,5.0,
Date of stay: August 2022,Fhassan,The Best ever Resort,"Ritz Carlton Resort & Spa Langkawi one of luxury resort in the Langkawi tropical rain forest with stunting view. There is lot of wild animal in the resort. Monkey, dusky monkey with long tail, flying squirrel and hornbill . Very comfortable , relaxing stay and staff very friendly and helpful at this resort. Highly recommend those whom looking to relax body, mind and soul and pamper your self.",Trip type: Travelled on business,,2 ,,5.0,
Date of stay: July 2022,IHH,Most probably overpriced.,"This property was almost a nightmare.

They had small rooms, with no space for extra luggage. Space was only enough for 1 person to walk around. No wardrobe provided, but instead, they built some sort of clothes rail above the desk (next to the mounted TV). Tea and coffee were provided, but it wasn't the branded ones like nescafe/lipton.

What shocked me was they only schedule room cleaning every other day. This means you will see trash bins along the corridors.

The only plus side to this hotel is the halal breakfast and also its location which is near to MRT, Haji Lane/Arab Street and Mustafa Centre.",Trip type: Travelled on business,Malaysia,40 ,77 ,2.0,
Date of stay: August 2022,Singh D,Nice hotel staff need to be train,"The Hotel is big,but the room is small.
The staff is unfriendly

One day the room bathroom has a smell when we feedback they did not do anything

The swimming pool is big.Its hard to find Indian food in the Hotel",Trip type: Travelled with family,"Mumbai, India",6 ,,3.0,
Date of stay: August 2022,marlene,singapore vacay,"we stayed 10days at Hotel Boss with my sister and her son, very nice accomodating, clean hotel.. planning to go back again.. thanks so much Uncle Faizal  very friendly hotel bell man..see you soon. more power.",Trip type: Travelled with family,,1 ,,5.0,
Date of stay: August 2022,Lorraine Ashley L,Eecky rooms 🤢,"Dirty Rooms (lipstick stains on cups, beds are not cleaned nor floors are never vaccumed, shower drains are clogged with hair 🤢). They only clean your room every other day. They dont refill your room essentials like tissue or soap unless you ask for it. The place is jampacked with tour buses so expect alot of crowd. Hairballs were found under the bed.",Trip type: Travelled with family,,4 ,3 ,1.0,
Date of stay: August 2022,Smit shah,WORST HOTEL DONT EVEN VISIT FOR FREE.,"1) Rude staff
2) No food options for veg
3) No cleanliness on the name of go green. They dont even clean the room daily
4) Small cabin type of rooms

Must avoid. They are very arrogant just because they get much bookings due to so much tourism in Singapore but if we start avoiding they will come to know the power of tourists. Special avoid for veg people.. Worst property.",,,2 ,,1.0,
Date of stay: July 2022,saurabh2591,BAD EXPERIENCE,extremely small rooms.. zero hospitality.. giving 2 stars for the location.. near to little India.. breakfast was again as bad as possible.. rude staff at restaurant.. at 10:30 they were actually removing the food in a very bad way.. will never come back to this property,,"Noida, India",227 ,130 ,2.0,
Date of stay: September 2021,Moods62,Clean and Quiet!,"Stayed here while in Singapore. Great access to underground rail, good local food and shops. Plenty of eating options nearby and like most places in Singapore, walking to a favorite place is not an issue at all.",,"Narre Warren, Australia",14 ,3 ,5.0,
Date of stay: August 2022,SnowshineWalesUK,Not quite the Boss,"We chose Hotel Boss after visiting it’s website and reading the reviews here on trip advisor. It is a short walk away from MRT Lavender and Little India. We booked a family room for three. We arrived at lunchtime and was pleasantly delighted we could check in and use our room immediately after such a long flight this was most welcome. Our room was on the 15th floor we had a beautiful view of the city however the room was small and not furnished like their website photos, so be prepared. The room consisted of a double and single bed. The room has a safe, hairdryer and tea & coffee making facilities. The bathroom is compact and the shower was powerful enough. The room was serviced every second day but extra towels can be found beside the pool. The pool can be found on the 4th",,"Wales, United Kingdom",61 ,50 ,3.0,
Date of stay: August 2022,Marj O,Overpriced Hotel,"CHECK IN: They allowed us early check in (we arrived before lunch) and the check in process was fairly quick; this should have been plus points but when we got to our rooms, we found out WHY such a big hotel can do early check ins despite the busy in & out of guests--THE ROOM IS ABSOLUTELY DIRTY!!!  CLEANLINESS: THIS HAS BEEN THE DIRTIEST HOTEL WE HAVE CHECKED IN ABROAD! when we moved the side table around, there was a BIG TUFT OF HAIRBALL UNDERNEATH THE TABLE..& IT WAS DUSTY UNDERNEATH THE BED..   There was even a piece of trash left under the bed. When i called the front desk to complain, they only cleaned it the day after, because the housekeeping's schedule is every other day!   The windowsill was dusty, the shelf above the exposed cabinet was also dusty, to think that these",,"Angeles City, Philippines",2 ,3 ,2.0,
