,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_1,count_topic_0,count_topic_3,topic_1,topic_0,topic_3,count_topic_2,topic_2,count_topic_4,topic_4
12864,Vikki B,2017-11-01,PreCovid,3,4.0,"[[hotel, modern, 1], [hotel, modern, 1], [room, clean, 0], [room, modern, 0], [pool, swim, 4], [room, actual, 0], [day, higher, 2], [day, 'much higher', 2]]",2.0,3.0,,0.2,0.18888888888888888,,2.0,0.25,1.0,0.0
12865,Stuart H,2017-11-01,PreCovid,3,4.0,"[[pool, top, 4], [breakfast, choic, 4]]",,,,,,,,,2.0,0.25
12866,Judy L,2017-10-01,PreCovid,3,4.0,"[[time, good, 2], [time, second, 2], [time, first, 2], [stay, fewer, 1], [stay, choic, 1]]",2.0,,,0.0,,,3.0,0.31666666666666665,,
12867,Ian B,2017-11-01,PreCovid,3,4.0,"[[hotel, good, 1], [check, pleasant, 2], [size, good, 0]]",1.0,1.0,,0.7,0.7,,1.0,0.7333333333333333,,
12868,JaniJermans,2017-10-01,PreCovid,3,4.0,[],,,,,,,,,,
12869,2WorldtravellersSYD,2017-11-01,PreCovid,3,5.0,"[[hotel, great, 1], [time, great, 2], [pool, great, 4], [pool, swift, 4], [pool, nice, 4], [breakfast, free, 4], [stay, perfect, 1], [stay, short, 1], [check, late, 2]]",3.0,,,0.6,,,2.0,0.25,4.0,0.44999999999999996
12870,RGP,2017-02-01,PreCovid,3,5.0,"[[room, last, 0], [room, februari, 0], [day, key, 2], [day, ideal, 2]]",,2.0,,,0.0,,2.0,0.45,,
12871,HughDownie,2017-10-01,PreCovid,3,4.0,"[[room, small, 0], [room, neat, 0], [breakfast, small, 4], [breakfast, good, 4]]",,2.0,,,-0.125,,,,2.0,0.22499999999999998
12872,Jane W,2017-09-01,PreCovid,3,4.0,"[[staff, good, 1]]",1.0,,,0.7,,,,,,
12873,Ian J,2017-10-01,PreCovid,3,5.0,"[[walk, 'much five', 4]]",,,,,,,,,1.0,0.2
12874,Samuli S,2017-10-01,PreCovid,3,4.0,"[[hotel, fast, 1], [floor, top, 0]]",1.0,1.0,,0.2,0.5,,,,,
12875,KatieH,2017-10-01,PreCovid,3,4.0,"[[night, first, 4], [room, twin, 0], [area, clean, 4], [pool, swim, 4], [night, singapor, 4]]",,1.0,,,0.0,,,,4.0,0.15416666666666667
12876,Greggie1956,2017-10-01,PreCovid,3,5.0,"[[walk, short, 4]]",,,,,,,,,1.0,0.0
12877,Parinaaz,2017-10-01,PreCovid,3,4.0,"[[breakfast, good, 4], [room, decent, 0], [room, decent, 0], [hotel, decent, 1], [area, good, 4], [room, decent, 0]]",1.0,3.0,,0.16666666666666666,0.16666666666666666,,,,2.0,0.7
12878,Jane F,2017-10-01,PreCovid,3,5.0,"[[singapor, everi, 1], [singapor, morn, 1], [hotel, everi, 1], [staff, nice, 1]]",4.0,,,0.15,,,,,,
12879,Sandyscoo,2017-09-01,PreCovid,3,5.0,"[[room, singapor, 0], [area, top, 4]]",,1.0,,,0.0,,,,1.0,0.5
12880,Nicole J,2017-10-01,PreCovid,3,5.0,"[[pool, modern, 4], [pool, clean, 4]]",,,,,,,,,2.0,0.2833333333333333
12881,Jason S,2017-05-01,PreCovid,3,5.0,"[[room, small, 0], [breakfast, free, 4]]",,1.0,,,-0.25,,,,1.0,0.4
12882,greenvale2,2017-09-01,PreCovid,3,5.0,"[[hotel, nice, 1]]",1.0,,,0.6,,,,,,
12883,maximilian1978,2017-10-01,PreCovid,3,4.0,[],,,,,,,,,,
12884,Jenny R,2017-10-01,PreCovid,3,5.0,"[[room, insid, 0]]",,1.0,,,0.0,,,,,
12885,cathy145,2017-09-01,PreCovid,3,5.0,"[[staff, perfect, 1], [hotel, great, 1], [breakfast, great, 4], [time, front, 2], [pool, great, 4], [singapor, great, 1]]",3.0,,,0.8666666666666667,,,1.0,0.0,2.0,0.8
12886,Elaine B,2017-10-01,PreCovid,3,5.0,"[[night, great, 4], [time, first, 2], [love, perfect, 3], [pool, swim, 4], [day, cool, 2], [size, small, 0], [space, much, 0], [time, much, 2]]",,2.0,1.0,,-0.024999999999999994,0.75,3.0,0.26666666666666666,2.0,0.4
12887,Pablomj,2017-09-01,PreCovid,3,5.0,"[[breakfast, good, 4], [breakfast, safe, 4], [room, huge, 0]]",,1.0,,,0.4000000000000001,,,,2.0,0.6
12888,Tina R,2017-09-01,PreCovid,3,5.0,[],,,,,,,,,,
12889,charles293916,2017-09-01,PreCovid,3,5.0,"[[bed, fine, 0], [breakfast, free, 4], [pool, great, 4], [pool, nice, 4]]",,1.0,,,0.4166666666666667,,,,3.0,0.6000000000000001
12890,Harshada M,2017-06-01,PreCovid,3,4.0,"[[room, decent, 0], [room, decent, 0], [staff, soft, 1]]",1.0,2.0,,0.1,0.16666666666666666,,,,,
12891,JonathanRowe,2017-07-01,PreCovid,3,5.0,"[[hotel, nice, 1], [check, late, 2], [size, decent, 0]]",1.0,1.0,,0.6,0.16666666666666666,,1.0,-0.3,,
12892,Elaine Tam,2017-10-01,PreCovid,3,4.0,"[[hotel, nice, 1], [hotel, clean, 1]]",2.0,,,0.48333333333333334,,,,,,
12893,Greg in Hong Kong,2017-10-01,PreCovid,3,4.0,"[[time, first, 2], [room, great, 0], [area, basic, 4], [area, best, 4]]",,1.0,,,0.8,,1.0,0.25,2.0,0.5
12894,Daddo9,2017-10-01,PreCovid,3,4.0,"[[breakfast, much, 4], [staff, clean, 1], [friendli, small, 1]]",2.0,,,0.05833333333333335,,,,,1.0,0.2
12895,Sare,2017-09-01,PreCovid,3,5.0,"[[breakfast, choic, 4], [hotel, great, 1], [place, close, 1], [place, touristi, 1]]",3.0,,,0.26666666666666666,,,,,1.0,0.0
12896,dean2905l,2017-09-01,PreCovid,3,5.0,"[[time, second, 2], [use, smart, 3], [time, next, 2]]",,,1.0,,,0.21428571428571427,2.0,0.0,,
12897,appsfamily2016,2017-10-01,PreCovid,3,4.0,"[[hotel, great, 1], [staff, clean, 1], [pool, top, 4]]",2.0,,,0.5833333333333334,,,,,1.0,0.5
12898,Kevin R,2017-03-01,PreCovid,3,5.0,[],,,,,,,,,,
12899,Vijay S,2017-09-01,PreCovid,3,5.0,"[[breakfast, big, 4]]",,,,,,,,,1.0,0.0
12900,Claire D,2017-09-01,PreCovid,3,3.0,"[[room, fine, 0], [breakfast, small, 4]]",,1.0,,,0.4166666666666667,,,,1.0,-0.25
12901,jettergal,2017-02-01,PreCovid,3,5.0,"[[stay, perfect, 1], [stay, short, 1]]",2.0,,,0.5,,,,,,
12902,superteacher2015,2017-09-01,PreCovid,3,5.0,"[[place, brilliant, 1], [stay, unfortun, 1], [help, super, 1]]",3.0,,,0.41111111111111115,,,,,,
12903,easycomm,2017-09-01,PreCovid,3,5.0,"[[stay, 'qualiti prefer', 1]]",1.0,,,0.0,,,,,,
12904,Gemc100,2017-09-01,PreCovid,3,4.0,"[[hotel, decent, 1], [walk, pleasant, 4]]",1.0,,,0.16666666666666666,,,,,1.0,0.7333333333333333
12905,Aliveanddreaming,2017-09-01,PreCovid,3,5.0,"[[staff, modern, 1], [night, late, 4], [room, minor, 0], [room, 'even minor', 0], [clean, hous, 1], [staff, fresh, 1], [flight, late, 3], [comfort, onward, 1]]",4.0,2.0,1.0,0.21666666666666667,-0.05,-0.3,,,1.0,-0.3
12906,Lester U,2017-09-01,PreCovid,3,4.0,"[[room, swim, 0], [breakfast, kind, 4], [breakfast, indian, 4]]",,1.0,,,0.0,,,,2.0,0.3
12907,Tourist,2017-09-01,PreCovid,3,5.0,"[[time, last, 2], [place, great, 1]]",1.0,,,0.8,,,1.0,0.0,,
12908,KateAroundTown,2017-09-01,PreCovid,3,5.0,"[[food, asian, 1], [food, western, 1], [room, much, 0], [friendli, great, 1], [bathroom, neg, 0], [room, great, 0]]",3.0,3.0,,0.26666666666666666,0.3333333333333333,,,,,
12909,Royhasbeenthere,2017-09-01,PreCovid,3,4.0,"[[day, fine, 2], [room, luggag, 0]]",,1.0,,,0.0,,1.0,0.4166666666666667,,
12910,Kunal S,2016-10-01,PreCovid,3,5.0,[],,,,,,,,,,
12911,Kunal S,2016-10-01,PreCovid,3,5.0,[],,,,,,,,,,
12912,Filiae L,2017-08-01,PreCovid,3,4.0,"[[hotel, great, 1], [room, great, 0], [room, new, 0], [room, good, 0], [room, small, 0], [room, impecc, 0], [hotel, ihg, 1]]",2.0,5.0,,0.4,0.2772727272727272,,,,,
12913,woodsmen_11,2017-09-01,PreCovid,3,4.0,[],,,,,,,,,,
12914,Priyaa S,2017-09-01,PreCovid,3,4.0,"[[day, singapor, 2], [time, colour, 2]]",,,,,,,2.0,0.0,,
12915,Piston78,2017-09-01,PreCovid,3,4.0,"[[room, singapor, 0]]",,1.0,,,0.0,,,,,
12916,Denise M,2017-09-01,PreCovid,3,5.0,"[[staff, choic, 1], [locat, great, 4]]",1.0,,,0.0,,,,,1.0,0.8
12917,Graham067,2017-09-01,PreCovid,3,5.0,"[[hotel, nicest, 1], [comfort, compact, 1], [bathroom, nice, 0], [staff, compact, 1], [staff, good, 1]]",4.0,1.0,,0.175,0.6,,,,,
12918,Sandra N,2017-09-01,PreCovid,3,5.0,"[[help, varieti, 1], [pool, good, 4]]",1.0,,,0.0,,,,,1.0,0.7
12919,John D,2016-10-01,PreCovid,3,5.0,[],,,,,,,,,,
12920,Gaurav C,2017-08-01,PreCovid,3,4.0,"[[hotel, basic, 1], [call, riversid, 3], [room, smaller, 0], [bathroom, small, 0]]",1.0,2.0,1.0,0.0,-0.125,0.0,,,,
12921,mrstephen1,2017-09-01,PreCovid,3,4.0,"[[check, first, 2], [call, stylish, 3], [call, free, 3], [place, good, 1], [staff, cheap, 1]]",2.0,,2.0,0.55,,0.45,1.0,0.25,,
12922,winelover00,2017-09-01,PreCovid,3,4.0,"[[door, straight, 0], [taxi, longer, 3], [day, anoth, 2]]",,1.0,1.0,,0.2,0.0,1.0,0.0,,
12923,Nicole S,2017-09-01,PreCovid,3,5.0,"[[pool, top, 4]]",,,,,,,,,1.0,0.5
12924,IndiaTravelfreak,2017-09-01,PreCovid,3,4.0,"[[hotel, decent, 1], [room, small, 0], [night, enough, 4], [check, difficult, 2]]",1.0,1.0,,0.16666666666666666,-0.25,,1.0,-0.5,1.0,0.0
12925,Ruth S,2017-09-01,PreCovid,3,5.0,"[[hotel, perfect, 1]]",1.0,,,1.0,,,,,,
12926,jeramiechlumsky,2017-08-01,PreCovid,3,5.0,"[[size, small, 0], [pool, top, 4]]",,1.0,,,-0.25,,,,1.0,0.5
12927,Dub L,2017-06-01,PreCovid,3,4.0,"[[room, 'even one', 0], [room, local, 0], [bed, asian, 0], [bed, standard, 0], [staff, extra, 1]]",1.0,4.0,,0.0,0.0,,,,,
12928,Amanda L,2017-08-01,PreCovid,3,4.0,"[[place, good, 1], [breakfast, servic, 4], [day, select, 2], [day, 'wide select', 2], [place, nice, 1]]",2.0,,,0.6499999999999999,,,2.0,-0.05,1.0,0.0
12929,Graham W,2017-06-01,PreCovid,3,4.0,"[[room, someth, 0], [room, huge, 0], [room, clean, 0], [room, insid, 0], [room, insid, 0], [time, next, 2]]",,5.0,,,0.15333333333333338,,1.0,0.0,,
12930,Felix Goh,2017-08-01,PreCovid,3,4.0,"[[time, next, 2]]",,,,,,,1.0,0.0,,
12931,David P,2017-08-01,PreCovid,3,4.0,"[[night, short, 4], [room, 'well handl', 0], [room, alloc, 0], [bathroom, small, 0], [pool, top, 4], [walk, short, 4]]",,3.0,,,-0.08333333333333333,,,,3.0,0.16666666666666666
12932,Laura C,2017-08-01,PreCovid,3,5.0,"[[pool, top, 4]]",,,,,,,,,1.0,0.5
12933,Chris J,2017-08-01,PreCovid,3,4.0,"[[staff, big, 1], [day, good, 2], [day, enough, 2]]",1.0,,,0.0,,,2.0,0.35,,
12934,cynti kawaii,2017-05-01,PreCovid,3,5.0,"[[pool, nice, 4], [pool, swim, 4]]",,,,,,,,,2.0,0.3
12935,hepf41,2017-08-01,PreCovid,3,5.0,"[[walk, central, 4]]",,,,,,,,,1.0,0.0
12936,MJanssen1,2017-08-01,PreCovid,3,4.0,"[[staff, great, 1], [walk, great, 4], [breakfast, free, 4]]",1.0,,,0.8,,,,,2.0,0.6000000000000001
12937,BigBDarlo,2017-08-01,PreCovid,3,4.0,"[[night, ideal, 4], [walk, short, 4]]",,,,,,,,,2.0,0.45
12938,Gregmw88,2017-08-01,PreCovid,3,4.0,"[[hotel, pleasant, 1], [breakfast, free, 4]]",1.0,,,0.7333333333333333,,,,,1.0,0.4
12939,Asamiere,2017-08-01,PreCovid,3,1.0,"[[day, next, 2], [night, even, 4]]",,,,,,,1.0,0.0,1.0,0.0
12940,Kathryn R,2017-08-01,PreCovid,3,5.0,"[[time, last, 2], [place, good, 1]]",1.0,,,0.7,,,1.0,0.0,,
12941,Rosemary A,2017-08-01,PreCovid,3,4.0,"[[use, close, 3], [pool, usual, 4], [staff, front, 1], [call, local, 3]]",1.0,,2.0,0.0,,0.0,,,1.0,-0.25
12942,Jenny M,2017-08-01,PreCovid,3,4.0,"[[night, close, 4], [room, vast, 0], [time, next, 2]]",,1.0,,,0.0,,1.0,0.0,1.0,0.0
12943,Sophie R,2017-07-01,PreCovid,3,4.0,"[[pool, top, 4]]",,,,,,,,,1.0,0.5
12944,maritiap,2017-07-01,PreCovid,3,4.0,[],,,,,,,,,,
12945,thowden,2017-08-01,PreCovid,3,5.0,"[[need, wrong, 3], [night, extra, 4]]",,,1.0,,,-0.5,,,1.0,0.0
12946,mardzz,2017-06-01,PreCovid,3,5.0,"[[staff, morn, 1], [check, late, 2]]",1.0,,,0.0,,,1.0,-0.3,,
12947,Giuliadeca,2017-08-01,PreCovid,3,4.0,"[[place, great, 1], [check, clean, 2], [help, quick, 1], [area, good, 4], [area, enough, 4], [room, last, 0]]",2.0,1.0,,0.5666666666666667,0.0,,1.0,0.3666666666666667,2.0,0.35
12948,Lauren G,2017-08-01,PreCovid,3,4.0,"[[stay, great, 1], [day, first, 2], [walk, short, 4]]",1.0,,,0.8,,,1.0,0.25,1.0,0.0
12949,raels-grant,2017-07-01,PreCovid,3,4.0,"[[hotel, popular, 1], [size, clean, 0], [size, 'alway clean', 0], [size, decent, 0], [size, mid, 0]]",1.0,4.0,,0.6,0.225,,,,,
12950,Lena,2017-01-01,PreCovid,3,5.0,"[[room, good, 0], [size, good, 0]]",,2.0,,,0.7,,,,,
12951,Chester B,2017-07-01,PreCovid,3,5.0,"[[staff, modern, 1], [check, great, 2], [hotel, small, 1], [pool, top, 4], [pool, swim, 4]]",2.0,,,-0.024999999999999994,,,1.0,0.8,2.0,0.25
12952,rosemary_brisbane,2017-07-01,PreCovid,3,5.0,"[[hotel, similar, 1], [call, free, 3]]",1.0,,1.0,0.0,,0.4,,,,
12953,Jentri I,2017-06-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, small, 0], [locat, nice, 4]]",1.0,1.0,,0.7,-0.25,,,,1.0,0.6
12954,jollyg3,2017-03-01,PreCovid,3,5.0,"[[night, good, 4], [night, singl, 4], [room, good, 0], [room, clean, 0], [staff, top, 1]]",1.0,2.0,,0.5,0.5333333333333333,,,,2.0,0.35
12955,Stella C,2017-06-01,PreCovid,3,4.0,"[[pool, swim, 4]]",,,,,,,,,1.0,0.0
12956,Cornell_Hotelie_94,2017-07-01,PreCovid,3,5.0,"[[area, public, 4], [check, modern, 2], [room, quick, 0], [room, seamless, 0], [space, open, 0], [floor, insid, 0], [staff, hot, 1]]",1.0,4.0,,0.25,0.10833333333333334,,1.0,0.2,1.0,0.0
12957,KW1102,2017-03-01,PreCovid,3,5.0,"[[room, great, 0], [staff, quiet, 1]]",1.0,1.0,,0.0,0.8,,,,,
12958,Elizabeth H,2017-07-01,PreCovid,3,5.0,"[[hotel, great, 1]]",1.0,,,0.8,,,,,,
12959,Divya B,2017-07-01,PreCovid,3,4.0,"[[night, old, 4], [area, particular, 4], [water, hot, 0], [friendli, bad, 1], [time, next, 2]]",1.0,1.0,,-0.6999999999999998,0.25,,1.0,0.0,2.0,0.13333333333333333
12960,ABrooks22,2017-07-01,PreCovid,3,5.0,"[[room, clean, 0]]",,1.0,,,0.3666666666666667,,,,,
12961,Wrenkahn25,2017-04-01,PreCovid,3,5.0,"[[stay, good, 1]]",1.0,,,0.7,,,,,,
12962,qprsludger,2017-07-01,PreCovid,3,5.0,"[[hotel, close, 1], [room, nice, 0], [room, clean, 0]]",1.0,2.0,,0.0,0.48333333333333334,,,,,
12963,MsNance-TX,2017-07-01,PreCovid,3,4.0,"[[hotel, offic, 1]]",1.0,,,0.0,,,,,,
12964,Winstonthedog,2017-07-01,PreCovid,3,4.0,"[[room, small, 0], [breakfast, great, 4], [breakfast, modern, 4], [breakfast, clean, 4], [breakfast, 'super clean', 4]]",,1.0,,,-0.25,,,,4.0,0.4291666666666667
12965,Vic26,2017-07-01,PreCovid,3,5.0,[],,,,,,,,,,
12966,beanb41,2017-05-01,PreCovid,3,5.0,[],,,,,,,,,,
12967,Michael M,2017-03-01,PreCovid,3,4.0,"[[check, late, 2], [time, third, 2]]",,,,,,,2.0,-0.15,,
12968,fivestarholidays,2017-07-01,PreCovid,3,5.0,[],,,,,,,,,,
12969,Teri J,2017-07-01,PreCovid,3,4.0,[],,,,,,,,,,
12970,Steven,2017-06-01,PreCovid,3,5.0,"[[room, enough, 0]]",,1.0,,,0.0,,,,,
12971,Clivenme2002,2017-07-01,PreCovid,3,5.0,"[[stay, great, 1], [place, great, 1], [room, android, 0], [call, free, 3], [pool, top, 4], [staff, best, 1]]",3.0,1.0,1.0,0.8666666666666667,0.0,0.4,,,1.0,0.5
12972,kesumawijaya,2017-07-01,PreCovid,3,5.0,[],,,,,,,,,,
12973,Nicola D,2017-07-01,PreCovid,3,5.0,[],,,,,,,,,,
12974,Hshira,2017-06-01,PreCovid,3,3.0,"[[hotel, servic, 1], [stay, recent, 1]]",2.0,,,0.0,,,,,,
12975,HemendraPur,2017-06-01,PreCovid,3,4.0,"[[breakfast, small, 4], [room, decent, 0]]",,1.0,,,0.16666666666666666,,,,1.0,-0.25
12976,mpkmg810,2017-06-01,PreCovid,3,4.0,[],,,,,,,,,,
12977,ashleyd131,2017-06-01,PreCovid,3,5.0,"[[room, great, 0], [room, experi, 0], [time, much, 2], [pool, good, 4], [room, great, 0], [room, 'also great', 0], [use, smart, 3]]",,4.0,1.0,,0.6000000000000001,0.21428571428571427,1.0,0.2,1.0,0.7
12978,DebR402,2017-05-01,PreCovid,3,4.0,[],,,,,,,,,,
12979,ABG,2017-06-01,PreCovid,3,4.0,"[[stay, pleasant, 1], [room, singapor, 0], [breakfast, free, 4], [friendli, decent, 1], [place, decent, 1], [place, mid, 1]]",4.0,1.0,,0.26666666666666666,0.0,,,,1.0,0.4
12980,Debbie H,2017-06-01,PreCovid,3,4.0,"[[hotel, nice, 1], [floor, second, 0], [hotel, close, 1]]",2.0,1.0,,0.3,0.0,,,,,
12981,JAFSydney,2017-06-01,PreCovid,3,4.0,"[[night, great, 4], [stay, overal, 1], [stay, great, 1]]",2.0,,,0.4,,,,,1.0,0.8
12982,Scruffy_stu,2017-06-01,PreCovid,3,4.0,"[[hotel, singapor, 1], [hotel, tidi, 1], [pool, top, 4]]",2.0,,,0.0,,,,,1.0,0.5
12983,Rahul K,2017-06-01,PreCovid,3,1.0,"[[room, bad, 0], [room, special, 0], [staff, santosh, 1]]",1.0,2.0,,0.0,-0.17142857142857135,,,,,
12984,Clarence D,2017-06-01,PreCovid,3,5.0,"[[room, good, 0], [room, english, 0]]",,2.0,,,0.35,,,,,
12985,Roberto632,2017-06-01,PreCovid,3,4.0,"[[check, fast, 2], [breakfast, great, 4], [breakfast, choic, 4], [breakfast, good, 4], [staff, clean, 1], [staff, good, 1], [room, alway, 0], [hotel, swim, 1], [hotel, close, 1], [night, good, 4]]",4.0,1.0,,0.26666666666666666,0.0,,1.0,0.2,4.0,0.55
12986,Foodinza,2017-06-01,PreCovid,3,4.0,"[[hotel, perfect, 1], [hotel, great, 1]]",2.0,,,0.9,,,,,,
12987,CaptainAbhijitB,2017-06-01,PreCovid,3,4.0,"[[time, second, 2], [room, good, 0], [night, good, 4], [walk, 'also awkward', 4]]",,1.0,,,0.7,,1.0,0.0,2.0,0.04999999999999999
12988,Andrewblac,2017-06-01,PreCovid,3,5.0,"[[walk, due, 4], [place, great, 1]]",1.0,,,0.8,,,,,1.0,-0.125
12989,Rajeev0808,2017-01-01,PreCovid,3,5.0,"[[breakfast, servic, 4], [size, smaller, 0], [pool, top, 4], [pool, swim, 4]]",,1.0,,,0.0,,,,3.0,0.16666666666666666
12990,chrissy50,2017-06-01,PreCovid,3,4.0,"[[room, small, 0], [room, small, 0], [room, small, 0], [breakfast, clean, 4], [room, nice, 0], [room, morn, 0], [room, safe, 0], [room, good, 0], [hotel, singapor, 1]]",1.0,7.0,,0.0,0.14999999999999997,,,,1.0,0.3666666666666667
12991,MikeTav,2017-06-01,PreCovid,3,4.0,"[[check, modern, 2], [room, quick, 0], [room, similar, 0], [breakfast, free, 4]]",,2.0,,,0.16666666666666666,,1.0,0.2,1.0,0.4
12992,Simon M,2017-06-01,PreCovid,3,5.0,"[[night, perfect, 4], [room, great, 0], [staff, last, 1], [staff, morn, 1], [time, next, 2]]",2.0,1.0,,0.0,0.8,,1.0,0.0,1.0,1.0
12993,Stuart T,2017-06-01,PreCovid,3,5.0,"[[hotel, clean, 1], [staff, modern, 1], [day, good, 2]]",2.0,,,0.2833333333333333,,,1.0,0.7,,
12994,Soren W,2017-06-01,PreCovid,3,5.0,"[[hotel, great, 1], [staff, modern, 1], [book, new, 2], [floor, top, 0]]",2.0,1.0,,0.5,0.5,,1.0,0.13636363636363635,,
12995,karishma m,2017-06-01,PreCovid,3,4.0,"[[room, quick, 0]]",,1.0,,,0.3333333333333333,,,,,
12996,BrendanO493,2017-06-01,PreCovid,3,5.0,"[[pool, top, 4], [breakfast, great, 4], [night, quick, 4], [stay, wrong, 1]]",1.0,,,-0.5,,,,,3.0,0.5444444444444444
12997,Robert W,2016-11-01,PreCovid,3,4.0,"[[help, clean, 1], [time, singapor, 2]]",1.0,,,0.3666666666666667,,,1.0,0.0,,
12998,Miranda C,2017-06-01,PreCovid,3,5.0,[],,,,,,,,,,
12999,Pranav J,2017-03-01,PreCovid,3,5.0,"[[hotel, great, 1], [hotel, new, 1], [walk, great, 4], [walk, short, 4], [size, small, 0], [call, free, 3]]",2.0,1.0,1.0,0.4681818181818182,-0.25,0.4,,,2.0,0.4
13000,JOEJOURNEYS,2017-05-01,PreCovid,3,5.0,"[[room, compact, 0], [room, public, 0], [day, great, 2], [day, perfect, 2], [area, nice, 4], [pool, long, 4], [singapor, great, 1]]",1.0,2.0,,0.8,0.0,,2.0,0.9,2.0,0.27499999999999997
13001,DorTX,2017-02-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, nice, 1], [pool, nice, 4]]",2.0,,,0.7,,,,,1.0,0.6
13002,Nishant A,2017-05-01,PreCovid,3,3.0,"[[room, poor, 0], [room, sound, 0], [room, proof, 0], [night, sleepless, 4], [room, nois, 0], [day, next, 2]]",,4.0,,,0.0,,1.0,0.0,1.0,0.0
13003,wilydamay,2017-05-01,PreCovid,3,5.0,"[[hotel, best, 1]]",1.0,,,1.0,,,,,,
13004,Railene,2017-05-01,PreCovid,3,3.0,"[[bed, small, 0], [room, modern, 0], [room, clean, 0], [staff, good, 1]]",1.0,3.0,,0.7,0.10555555555555557,,,,,
13005,Hanny_PH,2017-05-01,PreCovid,3,4.0,"[[staff, warm, 1]]",1.0,,,0.6,,,,,,
13006,BuZZZeRUS,2017-05-01,PreCovid,3,5.0,"[[size, present, 0], [room, long, 0]]",,2.0,,,-0.025,,,,,
13007,M G,2017-05-01,PreCovid,3,4.0,"[[room, select, 0], [room, right, 0], [room, small, 0]]",,3.0,,,0.011904761904761899,,,,,
13008,E R,2016-12-01,PreCovid,3,4.0,"[[stay, pleasant, 1], [stay, pleasant, 1], [breakfast, small, 4], [breakfast, great, 4], [breakfast, select, 4], [welcom, warm, 3]]",2.0,,1.0,0.7333333333333333,,0.6,,,3.0,0.18333333333333335
13009,Raelene M,2017-05-01,PreCovid,3,5.0,"[[room, brilliant, 0], [call, singapor, 3], [call, free, 3]]",,1.0,2.0,,0.9,0.2,,,,
13010,Robbo193,2017-05-01,PreCovid,3,4.0,"[[breakfast, clean, 4], [room, free, 0]]",,1.0,,,0.4,,,,1.0,0.3666666666666667
13011,Lynette M,2017-02-01,PreCovid,3,4.0,"[[stay, pleasant, 1], [room, good, 0], [space, longer, 0]]",1.0,2.0,,0.7333333333333333,0.35,,,,,
13012,Paolo S,2017-05-01,PreCovid,3,4.0,"[[staff, servic, 1], [hotel, great, 1], [pool, small, 4], [pool, swim, 4]]",2.0,,,0.4,,,,,2.0,-0.125
13013,SR666,2017-05-01,PreCovid,3,4.0,"[[staff, perfect, 1], [comfort, bigger, 1], [breakfast, good, 4]]",2.0,,,0.5,,,,,1.0,0.7
13014,megsyw00,2017-05-01,PreCovid,3,5.0,"[[stay, good, 1], [room, singapor, 0], [staff, clean, 1], [hotel, pleasant, 1]]",3.0,1.0,,0.6,0.0,,,,,
13015,Yuko T,2017-04-01,PreCovid,3,5.0,"[[breakfast, good, 4], [breakfast, free, 4], [breakfast, free, 4], [breakfast, good, 4], [day, long, 2], [time, next, 2]]",,,,,,,2.0,-0.025,4.0,0.55
13016,busylifeontour,2017-05-01,PreCovid,3,3.0,"[[night, good, 4], [night, great, 4], [need, local, 3], [call, local, 3], [hotel, enough, 1], [hotel, new, 1], [hotel, open, 1]]",3.0,,2.0,0.04545454545454545,,0.0,,,2.0,0.75
13017,JP1708,2017-05-01,PreCovid,3,5.0,"[[staff, nice, 1], [staff, good, 1], [place, nice, 1], [room, quick, 0], [room, servic, 0], [room, clean, 0]]",3.0,3.0,,0.6333333333333333,0.2333333333333333,,,,,
13018,"Yasmine Aulia, ... a",2017-05-01,PreCovid,3,4.0,"[[hotel, good, 1], [hotel, good, 1], [place, nice, 1]]",3.0,,,0.6666666666666666,,,,,,
13019,Jillian C,2017-05-01,PreCovid,3,4.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
13020,Leanne S,2017-04-01,PreCovid,3,4.0,"[[comfort, small, 1], [comfort, clean, 1]]",2.0,,,0.05833333333333335,,,,,,
13021,Alexander Z,2017-05-01,PreCovid,3,3.0,"[[room, small, 0], [room, great, 0], [size, regular, 0], [bed, front, 0], [bathroom, much, 0]]",,5.0,,,0.15,,,,,
13022,gashnleyna,2017-04-01,PreCovid,3,5.0,"[[time, first, 2], [pool, top, 4], [time, difficult, 2]]",,,,,,,2.0,-0.125,1.0,0.5
13023,Kishlaya M,2017-05-01,PreCovid,3,4.0,"[[singapor, good, 1]]",1.0,,,0.7,,,,,,
13024,Deepak,2016-10-01,PreCovid,3,5.0,"[[place, best, 1], [room, clean, 0], [pool, long, 4]]",1.0,1.0,,1.0,0.3666666666666667,,,,1.0,-0.05
13025,Tourist,2016-09-01,PreCovid,3,5.0,"[[hotel, larger, 1]]",1.0,,,0.0,,,,,,
13026,gary p,2017-04-01,PreCovid,3,5.0,"[[breakfast, choic, 4]]",,,,,,,,,1.0,0.0
13027,featherstone,2017-04-01,PreCovid,3,5.0,"[[time, third, 2], [time, singapor, 2], [time, first, 2], [room, quick, 0], [room, polit, 0], [floor, fourth, 0]]",,3.0,,,0.1111111111111111,,3.0,0.08333333333333333,,
13028,BillTaylor2014,2017-04-01,PreCovid,3,5.0,[],,,,,,,,,,
13029,Peshele Randeni,2017-05-01,PreCovid,3,4.0,"[[room, small, 0], [room, compact, 0]]",,2.0,,,-0.125,,,,,
